rut,t1,r1,p1,s1,l1,t2,r2,p2,s2,l2,t3,r3,p3,s3,l3,t4,r4,p4,s4,l4,t5,r5,p5,s5,l5,t6,r6,p6,s6,l6,op1,op2,op3,op4,op5,op6,sv1,sv2,sv3,sv4,sv5,sv6,lt,tt,pt,game_score,score,score_a,score_p,score_d,score_s,programa,sol1,estado
219,1.039.187.134,1,24,[0 0 3 3 3 1 0 3 ] [2 2 3 3 3 ],13,3.028.879.666,11,64,[2 3 ] [1 1 1 1 2 2 2 2 ],10,983.808.667,2,21,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,2.371.085.933,3,14,[2 2 0 0 2 2 2 ] [3 3 3 1 3 0 2 ],14,472.133.534,1,5,[1 2 2 0 0 2 3 ] [3 3 3 3 3 0 0 ],14,284.100.066,1,7,[2 2 0 0 2 2 2 ] [1 1 1 1 2 ],12,0,1,1,0,0,0,1,1,1,1,1,1,79,8.179.195,135,2.501.291.017,6,4,2,3,3,INGENIERIA CIVIL INFORMATICA,6.2,A
224,109.982.146,1,17,[1 3 0 0 0 3 ] [2 2 2 ],9,508.387.547,1,12,[2 3 3 3 3 3 0 0 0 0 ] [],10,5.214.933,1,22,[3 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 2 2 2 2 2 1 1 1 1 3 3 1 1 1 ] [3 3 ],32,36.782.946,1,11,[2 2 2 2 2 2 2 0 0 0 2 ] [],11,25.866.375,1,11,[1 1 1 1 2 2 2 2 2 2 2 2 0 0 ] [],14,85.949.068,1,29,[0 0 0 2 2 2 2 2 1 1 1 2 2 3 3 2 2 0 0 0 1 2 2 0 0 0 0 2 ] [2 ],29,0,1,0,0,0,0,1,1,0,1,1,0,105,3.615.686.197,102,2.273.063.887,5,3,2,1,2,INGENIERIA CIVIL INDUSTRIAL,6.2,A
288,133.378,4,11,[1 1 3 0 0 0 ] [2 2 2 1 2 ],11,55.332,1,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,194.621,3,13,[0 3 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 2 ],16,65.32,1,8,[2 2 2 3 0 0 2 2 2 2 2 2 ] [],12,52.471,1,5,[1 2 2 2 3 2 2 3 2 2 2 2 ] [],12,57.471,1,5,[2 2 0 0 2 2 0 0 0 0 ] [],10,0,1,1,0,0,1,1,1,1,1,1,1,71,558.593,45,157.214.572,7,5,3,2,1,INGENIERIA CIVIL INDUSTRIAL,6.2,A
122,415.154.543,1,1,[3 3 3 0 ] [2 2 1 ],7,78.331.174,2,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,706.480.874,1,14,[3 0 0 0 0 0 2 3 1 3 3 ] [3 0 0 2 2 1 ],17,297.993.023,1,2,[2 2 2 2 2 2 2 ] [3 1 1 ],10,34.949.038,1,4,[1 1 1 2 2 2 2 2 2 2 ] [1 1 ],12,44.548.794,1,7,[2 2 0 0 2 2 0 0 ] [1 1 ],10,1,1,0,1,0,1,1,1,0,1,1,1,66,29.979.185,33,1.169.242.368,8,4,4,3,3,INGENIERIA EN COMPUTACION E INFORMATICA,1,R
212,2.457.906.933,1,2,[3 3 3 0 0 3 3 ] [],7,1.069.577.697,4,9,[2 3 3 3 3 3 3 2 ] [1 1 1 1 1 0 ],14,864.255.293,1,11,[3 3 3 3 3 3 3 3 3 0 0 0 0 ] [3 0 0 2 0 0 3 3 3 3 3 3 3 3 1 1 ],29,616.037.173,2,6,[2 2 0 0 2 2 2 2 1 1 2 2 ] [],12,551.054.507,1,9,[1 2 2 2 3 1 1 1 2 2 2 2 2 2 2 0 0 ] [],17,1.114.041.743,3,28,[2 2 0 0 0 0 2 2 2 2 3 3 1 1 ] [1 1 1 1 1 1 ],20,1,0,0,0,0,0,1,1,0,1,0,0,99,4.460.757.106,65,2.032.284.487,5,2,2,2,3,INGENIERIA CIVIL INFORMATICA,1,R
12,2.728.887,14,27,[3 3 3 3 3 ] [2 1 1 ],8,8.158.826,1,6,[2 3 ] [1 1 1 1 2 2 2 2 ],10,26.014.092,3,26,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,29.824.178,5,16,[2 2 2 2 0 0 ] [3 3 3 3 ],10,4.271.764,1,3,[1 2 2 ] [3 3 3 3 3 ],8,2.784.803.397,4,10,[2 2 3 3 0 0 0 ] [3 3 1 1 3 3 1 ],14,0,1,1,1,1,0,1,1,1,1,1,1,66,123.405.764,88,2.407.674.442,7,4,4,1,1,INGENIERIA CIVIL INDUSTRIAL,5.2,R
274,7.413.324.203,1,1,[3 0 0 3 ] [2 2 2 ],7,190.668.971,3,9,[2 3 3 3 3 3 ] [1 1 1 1 ],10,800.500.333,1,10,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,83.516.613,2,6,[2 2 0 0 2 2 ] [3 3 3 3 ],10,42.567.078,1,4,[1 2 2 2 3 2 ] [3 3 3 3 ],10,21.971.686,5,22,[2 2 0 0 2 2 0 ] [1 1 3 2 1 ],12,1,1,1,1,0,0,1,1,1,1,1,1,65,6.906.527.973,52,164.685.076,8,4,5,2,3,INGENIERIA EN COMPUTACION E INFORMATICA,3.6,R
439,2.142.541.334,1,1,[3 3 3 3 0 0 3 ] [],7,7.474.446.003,2,8,[2 3 3 3 3 3 0 ] [1 1 1 ],10,780.709.133,1,10,[0 3 0 0 0 0 2 0 3 1 1 3 3 3 ] [3 0 0 2 ],18,1.408.072.067,2,15,[2 2 2 2 0 0 2 2 2 2 ] [],10,3.226.592,1,4,[1 2 2 2 2 2 2 2 ] [],8,3.260.036,1,8,[2 2 0 1 0 0 2 2 0 0 0 0 ] [],12,1,1,0,1,1,0,1,1,0,1,1,1,65,3.799.142.734,46,1.310.270.026,7,5,2,2,3,INGENIERIA INDUSTRIAL,5,R
292,3.187.698.934,1,1,[] [1 1 2 2 2 2 2 ],7,7.196.911.303,2,8,[2 3 3 3 3 3 ] [1 1 1 1 ],10,919.984.333,1,11,[3 0 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 2 ],16,66.853.399,1,7,[2 2 0 0 2 2 1 ] [1 1 3 3 3 3 0 ],14,402.917.873,1,3,[1 2 2 2 2 2 2 2 ] [],8,47.240.596,1,5,[2 2 0 0 ] [1 1 1 1 3 3 ],10,1,1,1,0,1,1,1,1,1,1,1,1,65,350.230.318,35,1.214.228.623,9,6,5,2,2,INGENIERIA EN COMPUTACION E INFORMATICA,5.9,A
294,65.707.672,1,9,[2 3 3 3 3 0 0 3 ] [2 ],9,845.354.853,1,10,[2 3 3 3 3 ] [1 1 1 1 2 ],10,3.736.907.277,2,29,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,1.288.485.653,2,8,[2 2 0 0 2 2 ] [3 3 3 3 ],10,1.479.432.964,3,7,[1 2 2 2 ] [3 3 3 3 ],8,882.679.976,1,6,[2 2 0 1 0 0 2 ] [1 1 1 1 3 ],12,0,1,1,1,1,0,1,1,1,1,1,1,65,8.889.937.443,69,1.942.385.252,8,6,4,3,2,INGENIERIA CIVIL INDUSTRIAL,5.8,A
300,2.938.433.997,1,10,[2 3 ] [3 2 2 2 2 2 1 1 ],10,26.820.659,1,12,[2 3 3 3 3 3 ] [1 1 1 1 ],10,653.777.914,1,19,[3 0 1 0 0 0 0 0 2 3 1 3 3 ] [3 0 0 2 2 ],18,48.163.727,1,11,[1 2 2 2 2 ] [3 1 1 3 3 3 ],11,3.446.197,2,8,[1 2 2 2 2 2 ] [3 3 ],8,25.188.559,1,10,[2 2 0 0 0 0 2 2 ] [1 1 ],10,0,1,0,0,1,1,1,1,0,1,1,1,67,2.293.970.464,70,1.343.967.604,8,4,4,3,2,INGENIERIA CIVIL INFORMATICA,5.6,A
301,72.702,1,1,[1 3 3 0 0 3 0 0 3 3 1 3 3 0 ] [],14,946.096.667,2,6,[2 3 3 3 3 3 0 0 0 0 ] [],10,174.661,1,9,[3 3 3 3 3 3 3 3 0 0 0 0 0 0 1 0 1 1 1 1 ] [3 0 0 2 0 0 3 3 3 3 1 1 1 1 1 1 1 0 0 ],39,1.335.453.334,2,5,[2 2 2 2 ] [1 1 3 3 3 3 3 2 ],12,770.946.667,1,1,[1 1 2 2 1 1 2 2 1 ] [1 1 3 3 3 3 3 ],16,1.038.346.667,1,3,[2 2 0 1 0 1 1 0 0 0 0 0 1 2 2 0 ] [1 ],17,0,1,0,0,0,0,1,1,0,1,0,0,108,6.564.473.335,25,2.133.574.993,10,7,5,2,2,INGENIERIA EN COMPUTACION E INFORMATICA,4.8,A
333,3.505.373.133,1,1,[3 3 3 ] [2 2 1 1 ],7,8.674.268.867,2,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.238.997.407,1,25,[3 3 3 3 3 3 3 3 ] [3 0 3 0 2 0 0 3 3 3 3 3 1 1 1 1 1 1 ],26,91.888.861,1,10,[2 2 0 0 ] [1 1 3 3 2 3 3 3 0 0 3 3 ],16,475.691.356,1,5,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,59.935.289,1,4,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,1,0,0,0,1,1,1,0,0,1,1,81,4.450.894.463,48,164.035.449,8,5,4,2,2,INGENIERIA CIVIL INDUSTRIAL,6.9,A
339,4.882.253.903,1,5,[3 3 3 0 ] [2 2 1 ],7,451.006.746,1,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.048.212.437,1,11,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,53.651.172,1,7,[2 2 0 0 2 2 ] [3 3 3 3 ],10,463.918.353,1,4,[1 2 2 2 ] [3 3 3 3 ],8,560.994.974,1,6,[2 2 0 0 2 ] [1 1 1 1 3 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,354.886.962,37,1.167.239.937,7,4,4,2,3,INGENIERIA EN COMPUTACION E INFORMATICA,6.7,A
366,48.393.887,2,2,[3 3 3 0 ] [2 2 1 ],7,7.170.676.397,2,6,[2 3 3 3 3 3 ] [1 1 1 1 ],10,426.657.218,6,39,[3 0 0 0 0 0 2 3 ] [0 0 2 3 0 0 0 2 2 2 2 0 ],20,505.595.534,1,5,[2 2 0 0 0 2 2 ] [3 3 3 3 ],11,2.886.265,1,3,[1 2 2 ] [3 3 3 3 3 ],8,115.600.607,2,16,[2 2 0 1 0 0 2 2 ] [1 1 3 2 1 1 ],14,1,1,0,0,1,0,1,1,0,1,1,1,70,7.417.806.794,71,1.892.271.558,9,5,5,2,3,INGENIERIA CIVIL INDUSTRIAL,5,A
367,14.163.126,2,22,[3 3 3 0 3 0 2 ] [2 2 ],9,66.346.602,1,7,[2 3 3 3 3 3 ] [1 1 1 1 ],10,3.036.370.533,2,23,[0 3 0 0 0 0 2 3 1 3 3 3 2 ] [3 0 0 2 2 ],18,70.398.447,1,9,[1 2 2 2 2 2 2 2 0 0 2 ] [],11,59.109.991,1,22,[] [1 1 1 3 3 3 3 3 0 0 3 3 0 ],13,65.562.914,1,22,[0 0 2 2 2 2 2 2 2 2 0 0 0 0 3 3 3 3 ] [],18,0,1,0,0,0,0,1,1,0,1,1,0,79,7.066.862.673,105,2.210.147.107,7,5,2,3,2,INGENIERIA CIVIL INDUSTRIAL,6.1,A
371,6.531.396.733,3,1,[3 3 3 ] [2 2 1 1 ],7,7.419.694.437,2,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,812.965.673,1,3,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,54.297.715,1,3,[2 2 0 0 2 2 ] [3 3 3 3 3 2 ],12,399.316.273,1,4,[1 2 2 2 3 ] [3 3 3 3 3 ],10,41.514.914,1,4,[2 2 0 0 ] [1 1 1 1 3 3 ],10,1,1,1,0,0,1,1,1,1,1,1,1,65,3.565.517.353,18,1.116.163.014,11,7,5,3,2,INGENIERIA CIVIL INDUSTRIAL,6.6,A
380,8.917.853.403,2,7,[3 3 3 ] [2 2 1 1 ],7,49.684.608,2,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,106.112.285,2,10,[0 3 0 0 0 0 2 3 1 3 3 3 3 ] [3 0 0 ],16,1.187.844.073,1,4,[2 2 2 2 2 2 2 ] [3 1 1 ],10,70.181.119,2,6,[1 2 2 2 2 2 2 2 ] [],8,817.697.783,1,5,[0 0 0 0 2 2 2 2 0 0 ] [],10,1,1,1,1,1,1,1,1,1,1,1,1,61,5.157.107.316,37,1.322.411.066,3,2,1,1,1,INGENIERIA EN COMPUTACION E INFORMATICA,3.7,A
392,139.205.063,2,8,[3 3 3 1 3 3 ] [1 1 1 ],9,1.415.042.486,2,13,[2 2 3 3 3 3 3 3 ] [3 2 1 1 1 1 ],14,1.270.749.094,1,10,[3 0 0 0 0 0 2 ] [3 0 0 2 2 2 2 0 2 ],16,632.373.403,1,4,[2 2 2 2 2 2 2 0 0 0 2 ] [],11,64.837.051,1,5,[] [1 1 3 3 3 3 3 3 3 2 0 0 3 3 0 ],15,693.029,1,2,[0 0 0 0 2 2 0 0 2 2 ] [],10,0,0,1,0,0,1,1,1,1,1,0,1,75,6.051.615.123,42,1.662.431.755,1,1,0,0,1,INGENIERIA CIVIL INDUSTRIAL,5.9,A
412,69.638.802,2,6,[0 3 3 3 0 3 3 ] [],7,570.479.903,1,6,[2 3 3 3 3 3 0 0 ] [1 1 1 0 ],12,3.164.596.606,3,14,[3 3 3 3 3 3 3 3 ] [3 0 0 0 2 2 2 0 0 0 3 3 3 3 3 1 1 1 1 1 1 1 ],30,2.005.380.353,3,6,[2 2 0 0 0 2 2 ] [1 1 3 3 3 3 0 0 ],15,64.337.157,1,5,[1 2 2 1 1 2 2 2 2 2 0 0 ] [],12,1.041.843.213,1,7,[2 2 0 0 2 2 2 2 2 1 ] [1 1 2 2 2 2 2 1 1 1 1 3 0 ],23,1,0,0,0,0,0,1,1,0,0,1,0,99,8.122.059.665,44,2.256.871.765,6,4,1,3,3,INGENIERIA CIVIL INDUSTRIAL,6.3,A
437,43.633.876,1,16,[3 3 3 0 0 3 3 ] [],7,28.033.756,1,13,[2 3 3 3 3 3 0 0 ] [1 1 ],10,123.884.846,2,19,[0 3 0 0 0 0 2 3 2 3 1 3 3 3 1 3 1 1 2 ] [],19,38.733.869,1,5,[2 2 2 2 0 0 0 1 2 2 2 2 ] [],12,24.500.248,1,3,[1 2 2 2 2 2 2 2 ] [],8,35.767.132,1,4,[2 2 3 3 0 0 2 2 2 2 0 0 0 0 ] [],14,1,1,0,0,1,0,1,1,0,1,1,1,70,294.553.727,60,1.393.362.978,10,6,5,3,2,INGENIERIA CIVIL INFORMATICA,6.3,A
71,2.686.490.337,4,37,[3 3 3 0 ] [2 2 1 ],7,565.789.727,1,7,[2 3 3 3 3 ] [1 1 1 1 2 ],10,803.098.356,1,7,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,1.104.419.677,1,7,[2 2 0 2 2 0 2 2 ] [3 3 3 3 ],12,536.785.403,1,4,[1 2 2 2 3 ] [3 3 3 3 3 ],10,436.633.637,1,4,[2 2 0 0 2 ] [1 1 1 1 3 ],10,1,1,1,0,0,1,1,1,1,1,1,1,65,6.133.217.137,66,1.658.020.523,6,5,1,2,3,INGENIERIA CIVIL INDUSTRIAL,5.2,A
100,3.826.258.434,1,4,[3 3 3 0 ] [2 2 2 3 1 ],9,7.252.922.233,1,6,[2 3 3 3 3 3 ] [1 1 1 1 ],10,97.017.739,1,7,[3 0 0 0 0 0 2 3 3 1 3 3 ] [3 0 0 2 ],16,1.316.894.843,1,8,[2 2 2 2 0 0 0 1 2 2 2 ] [1 1 3 3 2 0 0 ],18,97.487.763,1,8,[1 2 2 1 2 2 2 2 1 2 2 2 2 2 2 ] [1 1 ],17,63.837.354,1,7,[2 2 0 0 2 2 0 ] [1 1 3 2 1 ],12,0,1,1,0,0,0,1,1,1,0,0,1,82,500.824.147,40,1.661.045.562,8,7,1,4,3,INGENIERIA CIVIL INDUSTRIAL,3.8,A
102,46.478.789,1,7,[0 3 3 3 0 3 3 ] [],7,1.275.555.034,2,18,[2 3 3 3 3 3 2 2 2 ] [1 1 1 1 2 2 2 ],16,1.005.582.446,3,12,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 1 0 0 ],18,6.436.127,1,5,[2 2 0 0 2 2 1 ] [3 1 1 3 3 3 0 ],14,65.911.288,1,4,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,50.645.454,3,8,[2 2 0 0 2 2 0 ] [1 1 1 ],10,1,0,0,0,0,1,1,1,0,1,1,1,77,455.510.549,54,1.623.437.027,11,7,5,3,3,INGENIERIA INDUSTRIAL,6.6,A
124,52.980.638,1,1,[0 0 3 3 3 1 3 3 ] [1 ],9,127.599.157,2,3,[2 3 3 3 3 3 0 ] [1 1 1 ],10,1.319.835.866,1,5,[0 3 0 0 0 0 2 3 1 ] [3 0 0 2 2 2 2 ],16,5.064.715,1,3,[2 2 0 0 2 2 ] [3 3 3 3 ],10,610.764.957,2,3,[1 2 2 2 ] [3 3 3 3 ],8,373.173.153,1,2,[2 2 0 0 2 2 ] [1 1 1 1 ],10,0,1,1,1,1,1,1,1,1,1,1,1,63,4.616.043.426,17,1.179.527.711,7,4,2,3,3,INGENIERIA CIVIL INFORMATICA,4.3,A
144,3.172.269.967,1,5,[3 3 3 0 ] [2 2 1 ],7,5.428.132.733,3,8,[2 3 3 3 3 3 ] [1 1 1 1 ],10,662.442.073,1,7,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 2 0 ],17,37.037.545,1,3,[2 2 0 0 2 2 ] [3 3 3 3 3 2 ],12,420.524.334,2,3,[1 2 2 ] [3 3 3 3 3 ],8,304.897.043,1,3,[2 2 0 0 2 ] [1 1 1 1 3 ],10,1,1,0,0,1,1,1,1,0,1,1,1,64,261.827.917,29,1.076.235.246,10,7,4,3,3,INGENIERIA CIVIL INFORMATICA,6.8,A
152,3.039.999.733,1,1,[3 3 3 0 ] [2 2 1 ],7,570.873,1,2,[2 3 3 3 3 3 ] [1 1 1 1 ],10,9.482.909.537,1,5,[0 3 0 0 0 0 2 3 ] [3 0 0 0 2 2 2 2 0 ],17,115.206.821,3,20,[2 2 0 0 2 2 3 ] [3 3 3 3 3 ],12,48.513.394,1,12,[2 2 2 1 2 2 2 2 2 ] [3 3 ],11,40.339.023,1,9,[2 2 0 0 0 0 2 2 ] [1 1 ],10,1,1,0,0,0,1,1,1,0,1,1,1,67,3.863.756.307,49,1.366.754.483,5,3,3,2,1,INGENIERIA CIVIL INDUSTRIAL,6.1,A
154,7.753.490.197,2,2,[] [2 2 1 1 2 2 2 ],7,2.211.547.096,2,14,[2 3 3 3 3 3 ] [1 1 1 1 ],10,331.699.989,2,10,[0 3 0 0 0 0 2 3 1 ] [3 0 0 2 2 2 2 ],16,182.439.245,1,2,[2 2 2 2 0 0 ] [3 3 3 3 ],10,58.632.489,1,3,[1 2 2 ] [3 3 3 3 3 ],8,546.506.517,1,4,[2 2 0 0 ] [1 1 1 1 3 3 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,9.261.119.863,35,1.706.132.832,7,5,3,2,3,INGENIERIA EN COMPUTACION E INFORMATICA,6.3,A
210,107.185.755,3,6,[] [2 2 1 1 2 2 2 ],7,4.414.854.737,7,23,[2 3 3 3 3 3 ] [1 1 1 1 ],10,285.797.176,4,8,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,65.192.412,1,3,[2 2 2 2 0 0 3 ] [3 3 3 3 3 ],12,34.336.341,1,2,[1 2 2 ] [3 3 3 3 3 ],8,100.178.224,2,3,[2 2 0 0 2 2 0 ] [1 1 1 ],10,1,1,1,0,1,1,1,1,1,1,1,1,63,1.034.175.382,45,190.353.962,7,5,3,2,3,INGENIERIA EN COMPUTACION E INFORMATICA,6,A
303,139.640.889,3,17,[3 0 3 3 3 ] [2 1 1 0 ],9,49.273.948,1,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,220.002.396,5,13,[3 0 0 0 0 0 2 3 ] [3 3 0 0 2 2 2 2 0 ],17,50.881.186,2,4,[2 2 0 0 2 2 ] [3 3 3 3 ],10,76.486.344,2,6,[1 2 2 2 ] [3 3 3 3 ],8,47.932.277,1,5,[2 2 0 0 ] [1 1 1 1 3 3 ],10,0,1,0,1,1,1,1,1,0,1,1,1,64,58.421.704,48,150.371.255,6,4,3,1,2,INGENIERIA CIVIL INDUSTRIAL,6.6,A
374,9.735.005.997,1,6,[1 1 1 1 1 0 0 3 3 3 0 0 3 3 ] [1 ],15,8.975.142,1,8,[2 2 3 3 3 3 3 3 0 0 0 0 ] [],12,23.121.244,1,19,[3 3 3 3 0 0 2 3 2 2 2 0 0 0 2 3 0 0 2 3 1 3 3 ] [2 3 0 0 0 2 2 ],30,11.384.824,1,39,[1 1 3 3 3 1 1 2 2 2 2 2 2 2 0 0 2 ] [2 2 2 ],20,1.060.984,2,8,[1 2 2 2 2 2 2 ] [3 ],8,781.654.534,1,10,[1 1 3 0 0 0 0 ] [3 1 1 2 1 1 3 3 3 3 ],17,0,0,0,0,1,0,1,1,0,0,1,0,102,7.164.260.134,90,2.494.118.355,6,4,2,1,2,INGENIERIA CIVIL INDUSTRIAL,7,A
410,550.500.063,1,2,[3 3 ] [2 2 1 1 2 ],7,716.449.043,1,15,[2 2 3 3 2 3 3 3 3 3 ] [1 1 1 1 ],14,1.128.251.594,1,19,[3 0 0 0 0 0 2 3 2 3 2 3 0 ] [3 0 0 2 2 2 2 1 1 0 0 0 ],25,30.193.555,1,12,[3 2 1 0 2 2 2 2 2 2 2 0 0 2 ] [],14,21.343.496,1,15,[1 0 3 2 1 1 1 2 2 2 2 2 2 0 0 2 2 0 0 ] [],19,537.381.993,2,20,[1 0 3 2 0 0 0 2 2 2 2 2 0 3 3 0 2 0 0 ] [],19,1,0,0,0,0,0,1,1,0,1,0,0,98,3.447.953.203,83,2.028.922.002,10,6,5,3,3,INGENIERIA CIVIL INFORMATICA,4.7,A
447,71.455,2,10,[3 3 3 0 0 ] [2 2 ],7,104.716,2,6,[2 3 3 3 3 ] [1 1 1 1 2 ],10,2.397.973.334,2,28,[3 0 0 0 0 0 2 3 0 1 2 2 3 3 ] [0 0 3 0 0 2 2 ],21,96.299,1,9,[1 1 3 3 1 1 2 2 2 2 0 0 ] [1 1 3 3 3 3 0 0 ],20,84.332,1,5,[1 2 2 2 3 2 2 2 2 2 2 ] [2 2 ],13,57.315,1,4,[0 0 0 0 2 2 2 ] [1 1 3 ],10,1,1,0,0,0,1,1,1,0,0,1,1,81,6.539.143.334,62,1.927.622.401,9,5,5,2,2,INGENIERIA CIVIL INDUSTRIAL,5.9,A
9,3.816.505.967,9,28,[0 3 3 3 0 3 3 ] [],7,753.470.066,1,11,[2 3 3 3 3 3 0 0 ] [1 1 ],10,1.138.203.494,1,7,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,50.553.369,1,3,[2 2 2 2 0 0 ] [3 3 3 3 ],10,666.491.093,2,4,[1 2 2 2 ] [3 3 3 3 ],8,110.537.645,2,7,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,798.558.076,60,1.736.245.782,2,2,2,0,0,INGENIERIA CIVIL INDUSTRIAL,5.3,A
67,23.399.325,1,2,[3 3 3 0 0 ] [2 2 ],7,64.215.072,2,5,[2 3 3 3 3 ] [1 1 1 1 2 ],10,1.723.123.724,2,12,[3 0 0 0 0 0 2 3 ] [3 0 0 0 2 2 2 2 0 ],17,65.115.099,2,4,[2 2 2 ] [1 1 3 3 3 3 3 ],10,26.465.996,1,2,[1 2 2 ] [3 3 3 3 3 ],8,373.156.673,1,3,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,1,0,1,1,1,1,1,0,1,1,1,62,3.888.235.317,28,1.160.771.697,10,6,4,4,3,INGENIERIA CIVIL INDUSTRIAL,6.8,A
114,103.933.273,2,11,[3 3 3 0 0 3 3 ] [],7,277.950.375,4,35,[2 3 ] [1 1 1 1 2 2 2 2 ],10,441.133.739,5,37,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,135.799.856,3,13,[2 2 2 2 ] [1 1 3 3 3 3 3 2 ],12,119.983.496,2,8,[1 1 1 2 2 ] [1 1 1 3 3 3 3 3 ],13,7.113.336,1,1,[0 0 0 0 2 ] [3 3 1 1 3 ],10,1,1,1,0,0,1,1,1,1,1,1,1,68,1.149.934.099,105,2.462.540.693,7,3,5,1,1,INGENIERIA CIVIL INDUSTRIAL,4.4,A
125,907.014.173,13,214,[3 3 3 0 3 1 3 1 2 ] [2 2 2 2 0 2 1 1 1 3 3 3 0 2 0 2 1 1 1 3 3 3 ],31,636.474.543,1,10,[2 3 3 3 ] [1 1 1 1 2 2 ],10,64.097.437,2,17,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,4.241.497,1,9,[2 2 0 0 2 2 ] [3 3 3 3 ],10,30.315.454,1,5,[1 2 2 2 ] [3 3 3 3 ],8,44.048.238,1,10,[2 2 0 0 2 ] [1 1 1 1 3 ],10,0,1,1,1,1,1,0,1,1,1,1,1,85,1.151.537.726,265,3.715.342.403,8,5,4,3,3,INGENIERIA EN COMPUTACION E INFORMATICA,5.2,A
162,3.324.747.167,1,7,[3 3 3 3 0 3 0 2 ] [2 ],9,527.653.653,1,7,[2 3 3 3 3 3 0 0 ] [3 1 1 2 ],12,816.755.004,1,13,[3 0 0 0 0 0 3 2 2 2 3 ] [3 0 0 2 2 2 2 0 ],19,1.465.187.963,2,39,[2 2 0 0 2 2 1 ] [3 1 1 3 3 3 0 ],14,1.480.537.163,3,14,[1 2 2 2 2 2 ] [2 3 3 3 ],10,36.350.354,1,6,[2 2 0 0 2 2 0 ] [1 1 1 ],10,0,0,0,0,0,1,1,1,0,1,1,1,74,498.611.204,86,1.813.295.514,4,2,1,2,2,INGENIERIA EN COMPUTACION E INFORMATICA,6.6,A
184,3.063.289.703,1,1,[3 3 3 ] [2 1 1 2 ],7,466.995.596,2,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,46.749.402,1,7,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,331.495.707,1,4,[2 2 0 0 2 2 ] [3 3 3 3 3 2 ],12,225.163.037,1,2,[1 2 2 2 2 2 2 2 ] [],8,279.163.113,1,4,[2 2 0 0 2 ] [1 1 1 1 3 ],10,1,1,1,0,1,1,1,1,1,1,1,1,63,2.076.640.443,23,9.712.769.791,8,6,3,3,3,INGENIERIA EN COMPUTACION E INFORMATICA,5,A
290,1.491.544.583,6,59,[3 3 3 0 0 3 2 2 3 3 3 2 ] [1 2 0 ],15,85.090.957,1,29,[2 3 3 3 3 3 0 0 0 0 3 3 3 2 1 2 0 3 ] [3 2 3 3 3 2 ],24,471.024.263,1,19,[3 0 0 0 0 0 0 2 3 1 3 3 3 3 3 1 1 2 ] [],18,34.456.174,1,13,[2 2 0 0 0 0 2 2 2 2 2 2 ] [],12,35.755.842,2,23,[1 1 1 2 2 2 2 2 2 2 ] [1 1 1 ],13,44.653.114,1,14,[0 0 0 0 2 2 2 0 2 2 0 0 3 0 0 3 ] [3 ],17,0,0,0,0,0,0,1,0,0,1,1,0,99,3.962.129.716,157,2.547.889.937,4,3,1,1,2,INGENIERIA CIVIL INDUSTRIAL,5.4,A
