rut,t1,r1,p1,s1,l1,t2,r2,p2,s2,l2,t3,r3,p3,s3,l3,t4,r4,p4,s4,l4,t5,r5,p5,s5,l5,t6,r6,p6,s6,l6,op1,op2,op3,op4,op5,op6,sv1,sv2,sv3,sv4,sv5,sv6,lt,tt,pt,game_score,score,score_a,score_p,score_d,score_s,programa,sol1,estado
453,1.266.918.744,3,12,[3 3 3 0 0 ] [2 2 ],7,707.439.313,3,16,[2 3 3 3 3 3 ] [1 1 1 1 ],10,2.425.158.663,4,56,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,121.829.256,4,28,[2 2 0 0 2 2 ] [2 3 3 3 3 ],11,400.343,1,5,[1 2 2 2 2 2 ] [3 3 ],8,92.979.642,2,13,[2 2 2 3 0 0 2 2 ] [1 1 3 2 1 1 ],14,1,1,1,0,1,0,1,1,1,1,1,1,66,69.479.487,130,2.144.714.134,8,6,3,3,3,INGENIERIA EN COMPUTACION E INFORMATICA,7,A
25,38.585.319,1,4,[3 3 3 0 ] [2 2 1 ],7,71.322.821,2,6,[2 3 3 3 3 3 ] [1 1 1 1 ],10,169.768.669,3,17,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,41.484.166,1,6,[2 2 0 0 2 2 ] [3 3 3 3 ],10,53.746.184,3,9,[1 2 2 2 ] [3 3 3 3 ],8,51.130.519,2,10,[2 2 0 0 2 ] [1 1 1 1 3 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,426.037.678,52,1.327.799.998,7,3,4,2,3,INGENIERIA EN COMPUTACION E INFORMATICA,7,A
73,65.350.279,1,13,[1 ] [2 2 2 1 2 2 1 1 ],9,38.490.317,1,3,[2 3 3 3 3 3 ] [1 1 1 1 ],10,687.493.033,1,6,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,38.206.934,1,3,[2 2 2 2 0 0 ] [3 3 3 3 ],10,1.366.658.734,5,11,[1 2 2 2 ] [3 3 3 3 ],8,7.939.707,2,7,[2 2 0 0 2 ] [1 1 1 1 3 ],10,0,1,1,1,1,1,1,1,1,1,1,1,63,4.268.597.767,43,1.305.315.283,7,4,3,2,2,INGENIERIA CIVIL INDUSTRIAL,6.6,A
97,41.846.297,1,1,[3 3 3 ] [2 2 1 1 ],7,100.817.384,2,11,[2 3 3 3 3 3 ] [1 1 1 1 1 0 ],12,200.641.763,1,17,[0 3 0 0 0 0 2 0 1 0 3 1 1 3 3 2 3 0 ] [3 0 0 2 0 0 0 0 3 3 3 3 1 1 1 1 1 1 1 1 3 0 0 0 0 0 0 2 2 2 2 2 1 1 1 2 ],54,55.853.013,1,5,[2 2 2 2 0 0 2 2 2 ] [1 1 1 3 3 2 0 0 ],17,81.512.259,3,8,[1 3 2 2 2 2 2 ] [3 3 ],9,27.846.652,1,4,[2 2 0 0 2 ] [1 1 1 1 3 ],10,1,0,0,0,0,1,1,1,0,0,1,1,109,508.517.368,46,2.135.452.779,6,5,2,3,3,INGENIERIA CIVIL INFORMATICA,6.8,A
157,3.963.369.334,1,3,[1 3 3 3 ] [2 2 1 1 1 ],9,7.591.595.333,2,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,83.833.882,1,8,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,74.299.904,1,4,[2 2 0 0 2 2 1 ] [1 1 3 3 3 3 0 ],14,529.330.297,1,3,[1 2 2 1 1 1 ] [1 1 3 3 3 3 3 ],13,1.674.829.713,4,4,[0 0 2 ] [1 1 3 3 1 1 3 ],10,0,1,1,0,0,1,1,1,1,1,1,1,72,4.940.994.337,27,1.415.560.878,5,3,2,2,1,INGENIERIA EN COMPUTACION E INFORMATICA,6.4,R
450,5.356.673.697,1,18,[3 3 3 0 0 3 ] [2 ],7,27.100.036,1,12,[2 3 3 3 3 3 ] [1 1 1 1 ],10,172.433.441,2,24,[3 0 0 0 0 0 2 0 3 ] [3 0 0 0 2 0 0 0 3 3 3 3 1 1 1 1 1 1 1 2 2 2 2 2 2 2 0 0 0 0 0 0 ],41,80.633.383,2,5,[2 2 2 2 0 0 2 3 2 2 2 1 1 3 ] [1 1 3 3 ],18,40.250.021,1,2,[1 1 1 1 2 2 2 2 2 2 2 0 0 ] [],13,63.350.041,2,5,[2 2 0 0 2 2 0 0 0 0 2 ] [2 ],12,1,1,0,0,0,0,1,1,0,0,1,1,101,437.333.659,66,2.061.845.218,11,7,5,4,3,INGENIERIA EN COMPUTACION E INFORMATICA,6,R
414,3.002.666.834,1,8,[3 3 3 3 0 ] [2 1 ],7,3.728.482.033,1,7,[2 3 3 ] [1 1 1 1 2 2 2 ],10,1.265.311.026,3,61,[3 3 0 2 0 0 0 0 2 ] [3 0 3 0 2 2 3 0 0 0 3 3 3 3 1 1 1 1 1 1 1 2 2 2 2 2 2 2 0 0 0 0 0 2 ],43,320.207.663,1,10,[2 2 2 2 2 2 2 0 0 2 ] [],10,35.624.313,1,12,[1 1 1 2 2 2 2 2 2 2 0 0 0 0 ] [0 0 ],16,37.809.206,1,10,[2 2 3 3 0 0 2 2 2 2 0 0 0 0 0 0 0 ] [],17,1,1,0,1,0,0,1,1,0,1,0,0,103,2.992.968.766,108,2.217.876.762,4,3,1,1,1,INGENIERIA CIVIL INDUSTRIAL,6,R
177,6.707.019.137,1,5,[0 3 3 0 ] [1 2 2 2 ],8,50.518.951,1,5,[2 3 3 3 3 ] [1 1 1 1 2 ],10,1.021.701.163,1,5,[3 0 0 0 0 0 0 2 2 0 0 3 ] [3 0 0 2 2 2 2 0 0 ],21,65.071.847,1,5,[2 2 0 0 2 2 2 2 2 1 1 3 ] [1 1 3 3 ],16,659.376.953,1,4,[1 2 2 2 2 2 2 2 1 1 3 3 ] [1 1 3 3 ],16,46.589.293,1,4,[2 2 0 0 ] [1 1 1 0 3 3 1 1 ],12,0,1,0,0,0,0,1,1,0,0,0,1,83,397.358.094,28,1.503.622.102,8,6,3,3,3,INGENIERIA EN COMPUTACION E INFORMATICA,4.4,R
203,1.669.170.893,1,9,[1 2 2 1 0 0 3 3 3 ] [1 1 2 2 2 3 3 2 2 ],18,1.304.634.414,1,7,[2 3 3 3 3 1 3 0 ] [1 1 1 ],11,1.710.899.786,1,4,[3 0 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 0 2 ],17,1.469.508.754,1,3,[2 2 0 0 2 2 1 1 3 ] [1 1 3 3 3 3 3 ],16,82.240.812,1,3,[1 2 2 2 3 2 2 2 2 2 ] [],10,129.403.786,1,2,[2 2 0 0 0 0 2 2 0 1 ] [1 1 ],12,0,0,0,0,0,0,1,1,0,0,1,1,84,8.270.659.827,28,1.934.160.686,4,3,0,3,2,INGENIERIA CIVIL INDUSTRIAL,4.5,R
107,5.771.942.337,1,10,[1 0 0 ] [2 2 2 2 2 1 ],9,56.285.981,1,10,[2 3 3 3 3 3 ] [1 1 1 1 ],10,2.719.844.763,3,49,[3 3 3 3 3 3 3 3 0 0 0 0 0 0 2 2 2 2 ] [3 0 0 2 0 0 ],24,977.111.727,1,18,[2 2 0 0 2 2 2 2 ] [3 1 1 3 2 0 0 3 ],16,545.195.796,1,11,[1 2 2 1 ] [1 1 3 3 3 3 3 0 ],12,46.937.976,1,10,[2 2 0 0 2 2 0 0 0 ] [1 ],10,0,1,0,0,0,1,1,1,0,0,1,1,81,585.158.609,108,2.143.141.111,6,5,2,2,2,INGENIERIA EN COMPUTACION E INFORMATICA,6.8,A
130,6.742.269.133,1,2,[3 3 2 0 0 3 1 ] [2 1 2 2 ],11,156.369.015,2,24,[2 2 3 3 3 3 3 1 3 ] [1 1 1 1 ],13,1.348.260.857,2,16,[0 0 0 3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 2 2 0 ],21,53.355.154,1,9,[2 2 0 0 0 2 2 2 2 2 2 ] [],11,40.074.909,1,3,[1 1 1 1 2 2 2 2 2 ] [1 1 3 3 ],13,52.401.785,1,4,[2 2 0 0 2 2 0 ] [1 1 1 ],10,0,0,0,0,0,1,1,1,0,1,1,1,79,50.444.964,58,1.727.033.552,11,7,5,4,3,INGENIERIA CIVIL INDUSTRIAL,5.8,A
133,5.364.784.667,1,2,[3 3 0 0 0 ] [2 2 2 ],8,837.465.533,2,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,2.256.042.934,3,4,[0 3 0 0 0 0 2 3 1 3 3 ] [3 0 0 2 2 ],16,18.530.838,4,18,[2 2 2 2 0 0 1 ] [3 3 3 3 1 1 3 2 0 ],16,920.794.866,1,4,[1 1 2 2 0 2 2 0 1 ] [1 2 2 1 1 3 3 3 3 3 3 0 0 ],22,485.404.134,1,2,[2 2 0 0 0 0 2 2 ] [1 1 ],10,0,1,1,0,0,1,1,1,1,0,0,1,82,6.889.269.734,34,1.805.772.881,7,4,3,2,2,INGENIERIA CIVIL INDUSTRIAL,7,A
135,4.532.901.133,1,8,[3 3 3 0 ] [2 2 1 ],7,505.761.823,1,10,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.070.667.817,1,17,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,40.524.312,1,6,[2 2 2 2 0 0 ] [3 3 3 3 ],10,31.523.526,1,5,[1 2 2 2 ] [3 3 3 3 ],8,1.027.957.623,3,10,[2 2 0 0 2 ] [1 1 1 1 3 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,3.778.155.756,56,1.305.782.183,11,7,5,4,3,INGENIERIA CIVIL INDUSTRIAL,6.6,A
138,6.452.343.766,2,2,[3 3 3 0 ] [2 2 1 ],7,1.122.067.787,2,5,[2 3 3 3 3 3 3 2 ] [1 1 1 1 ],12,1.682.101.457,2,5,[0 3 0 0 0 0 2 2 2 3 3 1 ] [0 3 0 0 2 2 2 ],19,100.102.491,2,7,[2 2 2 2 0 2 1 ] [3 3 1 1 3 3 ],13,144.201.664,4,15,[1 2 2 2 2 2 ] [2 3 3 3 ],10,61.621.742,2,9,[2 2 0 0 2 2 0 ] [0 1 1 1 ],11,1,0,0,0,0,0,1,1,0,1,1,1,72,650.866.259,43,1.664.855.154,9,5,4,2,2,INGENIERIA CIVIL INDUSTRIAL,5.8,A
194,203.425.266,1,3,[3 3 3 0 0 3 3 ] [],7,675.160.134,1,10,[2 3 3 3 3 3 0 0 ] [3 3 0 2 2 1 1 ],15,7.379.376,1,11,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,497.522,2,6,[2 2 2 2 0 0 ] [3 3 3 3 ],10,6.944.498,3,10,[1 2 2 2 2 2 ] [3 3 ],8,357.933.733,1,6,[2 2 0 0 2 2 ] [1 1 1 1 ],10,1,0,1,1,1,1,1,1,1,1,1,1,66,3.166.428.533,46,1.265.156.559,7,4,4,1,2,INGENIERIA CIVIL INFORMATICA,6.6,A
235,137.910.828,5,10,[3 0 ] [2 2 2 1 2 ],7,57.356.431,1,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.519.749.036,1,11,[3 0 0 0 0 0 2 3 1 3 3 ] [2 3 0 0 2 2 ],17,12.457.964,2,15,[2 2 2 2 0 0 2 2 2 ] [1 1 3 3 2 0 0 ],16,89.018.722,2,9,[1 2 2 1 1 2 2 2 2 2 2 0 0 ] [],13,108.225.278,1,7,[2 2 0 0 2 2 0 0 ] [1 1 ],10,1,1,0,0,0,1,1,1,0,0,1,1,73,6.690.658.026,57,1.784.131.916,6,3,4,2,1,INGENIERIA EN COMPUTACION E INFORMATICA,6.3,A
269,2.326.029.534,1,3,[] [2 2 2 2 2 1 1 ],7,2.530.992.403,1,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,656.328.663,1,14,[3 0 0 0 0 0 3 2 2 3 1 1 0 3 3 3 3 ] [3 0 0 ],20,45.538.066,2,10,[2 2 0 0 2 2 2 2 2 2 ] [],10,24.660.178,1,4,[1 2 2 2 2 2 2 2 ] [],8,36.690.559,1,8,[2 2 0 0 2 2 0 0 0 0 ] [3 2 ],12,1,1,0,1,1,0,1,1,0,1,1,1,67,2.210.918.887,43,1.170.516.079,7,4,4,2,3,INGENIERIA CIVIL INDUSTRIAL,7,A
273,3.036.667.163,3,20,[3 3 3 1 3 3 ] [2 2 1 1 0 3 3 1 1 ],15,310.682.349,3,67,[2 2 3 3 3 3 3 3 3 0 0 3 0 0 2 2 2 2 2 2 2 ] [1 1 2 2 2 2 2 2 ],29,754.726.172,6,208,[3 0 0 0 2 3 0 0 2 0 3 1 1 1 1 1 1 3 3 3 3 3 3 3 0 0 2 0 3 0 0 0 2 2 2 2 1 1 3 1 1 0 3 ] [3 0 ],45,31.228.207,1,10,[2 2 0 0 2 2 2 2 2 2 ] [],10,53.107.904,1,9,[1 2 2 2 2 2 2 2 2 ] [2 ],10,24.895.931,1,8,[2 2 0 0 2 2 0 0 0 0 ] [],10,0,0,0,1,0,1,1,0,0,1,1,1,119,1.478.307.279,322,4.921.644.171,6,3,4,1,2,INGENIERIA CIVIL INDUSTRIAL,6.7,A
306,5.316.685.334,2,4,[3 3 3 0 0 ] [2 2 ],7,2.365.015.103,1,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,66.066.925,1,7,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,37.883.873,1,2,[2 2 2 2 2 2 2 ] [3 1 1 ],10,334.000.773,1,3,[1 2 2 2 ] [3 3 3 3 ],8,49.316.941,1,6,[2 2 0 0 1 1 0 0 2 ] [2 3 1 1 1 1 3 ],16,1,1,1,1,1,0,1,1,1,1,1,0,67,2.634.848.207,26,1.107.254.141,8,5,3,4,4,INGENIERIA CIVIL INFORMATICA,6.4,A
365,5.562.247.463,1,7,[0 0 3 3 ] [2 2 2 ],7,6.603.733,1,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.502.382.024,1,5,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,71.219.818,1,3,[2 2 2 2 0 0 ] [3 3 3 3 ],10,1.316.913.996,2,5,[2 1 2 2 ] [3 3 3 3 3 ],9,78.201.635,1,3,[2 2 3 3 3 0 0 2 ] [1 1 1 1 3 3 3 ],15,1,1,1,1,0,0,1,1,1,1,1,0,67,5.530.108.596,27,139.273.125,8,4,5,2,2,INGENIERIA CIVIL INDUSTRIAL,6.2,A
449,551.615.987,2,2,[3 3 3 ] [2 2 1 1 ],7,1.004.455.343,3,16,[2 3 3 3 3 3 ] [1 1 1 1 ],10,199.939.637,3,31,[3 0 0 0 0 0 0 0 2 3 1 3 3 3 3 3 1 1 ] [3 0 2 3 1 1 3 3 ],26,18.537.399,1,7,[2 2 2 2 2 2 2 2 0 0 2 ] [],11,239.100.353,1,12,[1 1 1 2 2 2 2 2 2 2 ] [1 1 ],12,446.664.764,1,10,[0 0 0 0 2 2 2 2 0 0 2 ] [0 2 ],13,1,1,0,0,0,0,1,1,0,1,1,1,79,4.426.606.807,78,1.789.963.226,6,4,2,3,2,INGENIERIA EN COMPUTACION E INFORMATICA,6.7,A
455,2.009.285.853,4,57,[3 3 3 0 0 3 3 ] [],7,255.894.606,1,11,[2 3 3 3 3 3 0 0 ] [1 1 ],10,144.100.064,4,41,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,32.316.584,1,7,[2 2 2 2 0 0 ] [3 3 3 3 ],10,786.368.473,3,9,[1 2 2 2 2 2 ] [3 3 ],8,29.593.626,1,10,[2 2 0 0 2 2 0 ] [1 1 1 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,5.111.651.672,135,1.918.504.942,8,5,2,3,3,INGENIERIA CIVIL INFORMATICA,7,A
15,8.654.676.734,1,5,[3 3 3 0 3 3 0 0 ] [],8,118.568.193,3,15,[2 3 3 3 3 3 0 0 ] [1 1 ],10,2.312.325.827,2,13,[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,41.481.367,1,4,[2 2 2 2 0 0 2 2 ] [3 3 ],10,4.823.644,1,3,[1 2 2 2 2 2 ] [3 3 ],8,836.284.203,2,7,[2 2 0 0 2 2 ] [1 1 1 1 ],10,0,1,1,1,1,1,1,1,1,1,1,1,62,6.096.937.703,47,1.490.298.307,2,1,1,1,1,INGENIERIA CIVIL INDUSTRIAL,6.8,A
20,235.695.726,11,17,[3 3 3 ] [2 2 1 1 ],7,8.176.501.387,24,56,[2 3 3 3 3 3 0 ] [1 1 1 1 0 ],12,403.422.115,9,54,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,190.454.699,6,26,[2 2 0 0 2 2 1 ] [1 1 3 3 3 3 0 ],14,58.761.676,1,11,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,37.364.933,1,9,[2 2 0 0 2 2 0 ] [1 1 1 ],10,1,0,1,0,0,1,1,1,1,1,1,1,71,1.743.349.288,173,3.499.560.124,4,3,2,1,1,INGENIERIA EN COMPUTACION E INFORMATICA,6.8,A
27,1.161.027.554,1,9,[1 ] [2 2 2 2 2 1 1 1 ],9,156.187.434,1,10,[2 3 3 3 3 3 2 2 2 2 2 3 3 3 3 3 3 2 2 ] [1 1 1 1 2 ],24,2.694.219.846,2,13,[3 0 0 0 0 0 2 1 1 1 3 1 3 3 3 3 ] [3 0 0 ],19,688.646,1,2,[2 2 2 2 2 2 2 ] [3 1 1 ],10,9.592.676,1,4,[1 2 2 2 1 1 2 2 2 2 2 ] [2 ],12,126.740.691,1,6,[0 2 2 2 0 2 2 2 2 2 2 2 ] [2 2 2 2 1 1 1 1 3 ],21,0,0,0,1,0,0,1,0,0,1,1,0,95,833.244.225,44,2.213.434.224,10,6,5,3,2,INGENIERIA INDUSTRIAL,6.3,A
50,326.855.854,7,11,[3 3 3 0 ] [2 2 1 ],7,110.112.507,2,3,[2 3 3 3 3 3 0 ] [1 1 1 ],10,1.745.740.573,1,2,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,5.974.622,1,2,[2 2 2 2 0 0 2 ] [3 3 3 ],10,133.221.196,3,5,[1 2 2 2 2 2 2 ] [3 ],8,184.371.336,3,6,[2 2 3 3 0 0 2 ] [1 1 1 1 3 3 3 ],14,1,1,1,1,1,0,1,1,1,1,1,1,65,9.888.811.703,29,1.793.668.087,10,6,5,3,3,INGENIERIA INDUSTRIAL,6.6,A
63,6.798.210.737,2,8,[2 2 2 0 0 3 3 ] [2 2 2 2 ],11,404.591.633,1,6,[2 3 3 3 3 3 0 0 ] [2 1 1 ],11,4.323.703.413,8,38,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,44.521.493,1,2,[2 2 0 0 2 2 ] [3 3 3 3 ],10,71.978.597,3,9,[1 2 2 2 2 2 ] [3 3 ],8,71.081.415,1,5,[2 2 0 0 0 0 2 ] [1 1 3 3 3 2 2 0 ],15,0,0,1,1,1,0,1,1,1,1,1,0,71,728.393.117,68,1.876.906.598,8,5,5,1,1,INGENIERIA EN COMPUTACION E INFORMATICA,7,A
66,29.621.648,1,1,[0 3 3 0 ] [2 2 2 1 ],8,1.122.123.593,2,9,[2 2 3 3 3 3 ] [1 1 1 1 2 2 ],12,862.828.544,1,8,[0 3 0 0 0 0 2 3 ] [3 0 0 0 0 0 2 2 2 2 0 ],19,197.800.765,2,15,[2 2 0 0 2 2 1 ] [3 3 3 3 1 1 3 3 0 0 2 2 1 ],20,151.257.659,3,19,[1 2 2 1 1 2 2 3 2 2 2 2 2 ] [1 1 3 3 2 3 2 2 ],21,704.549.516,1,7,[2 2 0 1 0 0 2 2 0 0 0 0 ] [],12,0,0,0,0,0,0,1,1,0,0,0,1,92,6.476.302.373,59,2.078.452.099,8,4,5,2,3,INGENIERIA EN COMPUTACION E INFORMATICA,5.6,A
80,769.584.033,3,7,[2 3 0 ] [2 2 2 2 2 1 ],9,793.628.064,3,11,[2 3 3 3 3 3 0 0 0 0 ] [],10,1.148.463.306,1,22,[3 3 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 2 2 2 2 1 1 3 1 1 ] [3 ],28,69.127.355,2,17,[2 2 2 2 2 2 2 ] [3 1 1 ],10,32.760.241,1,14,[] [1 1 1 3 3 3 3 3 3 2 0 0 3 3 0 ],15,685.094.834,3,28,[2 2 0 0 0 0 2 2 0 0 ] [],10,0,1,0,1,0,1,1,1,0,1,0,1,82,4.415.646.197,99,1.965.382.164,10,6,5,3,3,INGENIERIA EN COMPUTACION E INFORMATICA,5.5,A
91,19.775.836,2,37,[3 3 3 0 ] [2 2 1 ],7,39.860.854,1,5,[2 3 3 3 3 3 ] [1 1 1 1 ],10,775.686.934,1,6,[0 3 0 0 0 0 2 ] [3 0 0 2 2 2 0 2 2 ],16,43.455.814,1,2,[2 2 2 2 0 0 ] [3 3 3 3 ],10,794.888.816,2,3,[1 2 2 ] [3 3 3 3 3 ],8,738.072.487,1,1,[0 0 0 0 2 ] [1 1 3 3 3 ],10,1,1,1,1,1,1,1,1,1,1,1,1,61,5.119.398.517,54,1.422.937.566,7,3,5,1,1,INGENIERIA CIVIL INDUSTRIAL,5.5,A
120,4.994.765.533,1,1,[0 3 3 3 3 ] [2 1 ],7,1.693.581.917,3,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,1.141.610.563,1,2,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,63.380.404,1,1,[2 2 2 2 2 2 2 ] [3 1 1 ],10,55.780.647,1,1,[1 2 2 1 1 ] [1 1 3 3 3 3 3 ],12,67.113.609,1,2,[2 2 3 3 0 0 2 ] [1 1 1 1 3 3 3 ],14,1,1,1,1,0,0,1,1,1,1,1,1,69,5.197.415.633,11,129.446.198,11,7,5,4,3,INGENIERIA CIVIL INFORMATICA,6.2,A
217,3.118.092.033,1,2,[0 0 3 3 3 3 ] [2 ],7,475.307.383,1,3,[2 3 3 3 3 2 2 2 3 3 3 3 ] [1 1 1 1 ],16,1.258.922.237,2,4,[3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 ] [3 0 0 2 0 0 3 3 3 1 3 ],29,46.279.584,1,4,[2 2 0 0 2 2 1 1 2 2 2 0 2 ] [1 1 ],15,73.923.762,2,6,[1 2 2 2 1 1 2 2 2 2 ] [2 3 ],12,412.077.383,1,3,[2 2 0 0 2 2 2 2 2 2 0 ] [2 2 2 2 1 1 1 ],18,1,0,0,0,0,0,1,1,0,0,1,0,97,3.660.149.666,22,1.659.693.774,7,4,4,1,2,INGENIERIA CIVIL INDUSTRIAL,7,A
237,2.290.167.137,1,20,[1 1 1 1 0 0 0 0 1 ] [1 2 2 2 2 1 2 ],16,84.413.281,1,9,[2 3 3 3 3 3 ] [1 1 1 1 ],10,2.922.486.853,2,26,[3 0 0 0 0 0 2 2 0 0 1 3 1 3 3 3 ] [3 0 0 2 ],20,1.235.387.943,1,9,[2 2 0 0 2 2 2 2 2 ] [1 1 3 3 2 0 0 ],16,9.946.022,1,7,[1 1 0 2 2 1 1 2 2 2 2 2 0 0 ] [],14,2.342.288.447,1,6,[2 2 0 0 2 2 0 0 0 0 ] [],10,0,1,0,0,0,1,1,1,0,0,1,1,86,1.062.906.539,77,2.493.819.918,2,1,1,0,1,INGENIERIA CIVIL INFORMATICA,6.8,A
238,5.729.629.603,1,10,[3 3 0 0 0 0 3 0 2 ] [2 2 2 ],12,47.896.859,1,7,[2 3 3 3 3 ] [1 1 1 1 2 ],10,1.013.438.933,1,28,[3 3 3 3 3 3 3 3 3 0 0 0 0 0 0 2 2 2 2 1 1 3 1 1 1 1 2 ] [],27,106.410.178,1,7,[2 2 0 0 2 2 1 1 2 2 1 2 ] [3 1 1 1 1 ],17,108.110.059,2,4,[1 2 2 1 1 2 2 2 ] [1 1 3 3 ],12,151.840.697,3,10,[2 2 0 0 0 1 ] [1 1 1 3 1 3 3 ],13,0,1,0,0,0,0,1,1,0,0,1,1,91,5.728.979.823,66,2.033.303.856,5,4,1,2,2,INGENIERIA EN COMPUTACION E INFORMATICA,6.3,A
283,5.807.589.333,1,2,[3 3 3 3 3 3 ] [1 1 ],8,91.592.914,2,14,[2 3 3 3 3 3 ] [1 1 1 1 1 0 ],12,2.260.435.803,4,34,[3 0 0 0 0 0 2 3 ] [3 0 0 0 0 2 2 2 2 2 0 ],19,52.531.484,2,15,[2 2 2 2 0 0 0 ] [3 3 3 3 0 ],12,5.676.065,3,14,[1 2 2 2 2 2 2 ] [3 ],8,41.592.289,1,2,[0 0 0 0 2 2 ] [3 3 1 1 ],10,0,0,0,0,1,1,1,1,0,1,1,1,69,5.265.968.106,81,1.729.990.331,8,4,5,2,2,INGENIERIA CIVIL INDUSTRIAL,6.4,A
329,340.195,1,7,[3 3 3 0 0 3 3 ] [],7,334.040.667,1,10,[2 3 3 3 3 3 0 0 ] [1 1 ],10,1.707.845.266,3,36,[3 0 0 0 0 0 2 3 1 0 1 1 ] [3 0 0 2 2 2 2 1 ],20,698.166.334,2,8,[2 2 2 2 2 2 3 3 0 0 2 2 ] [3 3 ],14,10.064.088,4,6,[1 2 2 2 2 2 ] [3 3 ],8,582.054.533,1,4,[2 2 0 0 2 2 2 0 3 0 0 0 0 ] [],13,1,1,0,0,1,0,1,1,0,1,1,1,72,46.687.106,71,1.658.892.647,4,3,2,1,1,INGENIERIA CIVIL INFORMATICA,5.1,A
375,1.143.282.523,13,16,[3 3 3 0 ] [2 2 1 ],7,796.627.043,1,17,[2 3 3 3 3 3 0 0 ] [3 3 0 2 2 1 1 ],15,150.226.105,1,17,[3 3 2 0 0 0 0 0 0 2 3 1 1 0 3 ] [3 0 0 2 2 0 2 ],22,452.978.947,1,17,[2 2 0 0 0 2 2 1 1 1 1 2 2 2 0 0 2 ] [2 ],18,565.135.787,2,5,[1 2 2 ] [3 3 3 3 3 ],8,607.793.173,2,15,[2 2 3 0 3 0 0 0 0 0 0 1 1 2 2 2 2 0 0 ] [],19,1,0,0,0,1,0,1,1,0,0,1,0,89,5.068.078.523,87,2.066.342.707,10,7,4,4,3,INGENIERIA INDUSTRIAL,6.2,A
376,121.007.701,2,8,[1 3 3 3 0 0 3 0 ] [2 ],9,39.426.898,1,4,[2 3 3 3 3 3 ] [1 1 1 1 ],10,155.524.087,2,14,[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ],16,44.726.061,1,4,[2 2 2 2 2 2 2 ] [3 1 1 ],10,638.759.213,1,3,[1 2 2 2 2 2 ] [3 3 ],8,58.807.066,1,4,[2 2 0 0 2 2 ] [1 1 1 1 ],10,0,1,1,1,1,1,1,1,1,1,1,1,63,4.833.677.343,37,1.323.073.034,9,5,5,2,3,INGENIERIA CIVIL INDUSTRIAL,7,A
409,25.761.082,1,8,[3 3 3 0 3 3 0 ] [],7,3.680.621.603,1,14,[2 3 3 3 3 3 0 ] [1 1 1 1 1 0 0 ],14,1.701.330.833,4,41,[0 3 0 0 0 0 2 3 ] [3 0 0 0 2 2 2 2 0 ],17,262.614.633,1,8,[2 2 0 0 2 2 ] [3 3 3 3 ],10,485.854.804,2,15,[1 2 2 2 3 1 1 ] [1 1 3 3 3 3 3 ],14,48.135.171,1,12,[2 2 1 0 0 2 2 0 ] [1 1 3 2 1 ],13,1,0,0,1,0,0,1,1,0,1,1,1,75,355.682.496,98,176.485.268,8,5,5,2,2,INGENIERIA EN COMPUTACION E INFORMATICA,6.4,A
